name,price,rate
Raspberry Pi Electronics Projects for the Evil Genius,49.67,4
How to Speak Golf: An Illustrated Guide to Links Lingo,58.32,5
Eleanor & Park,56.51,5
Troublemaker: Surviving Hollywood and Scientology,48.39,2
Adultery,20.88,5
Unlimited Intuition Now,58.87,4
Underlying Notes,11.82,2
The New Brand You: Your New Image Makes the Sale for You,44.05,5
The Flowers Lied,16.68,2
"NaNo What Now? Finding your editing process, revising your NaNoWriMo book and building a writing career through publishing and beyond",10.41,4
Modern Day Fables,47.44,2
The Unlikely Pilgrimage of Harold Fry (Harold Fry #1),43.62,5
The Martian (The Martian #1),41.39,2
Left Behind (Left Behind #1),40.72,2
John Vassos: Industrial Design for Modern Life,20.22,4
I'll Give You the Sun,56.48,1
Heaven is for Real: A Little Boy's Astounding Story of His Trip to Heaven and Back,52.86,2
Ender's Game (The Ender Quintet #1),43.64,1
Death by Leisure: A Cautionary Tale,37.51,4
Wildlife of New York: A Five-Borough Coloring Book,22.14,2
The Year of Living Biblically: One Man's Humble Quest to Follow the Bible as Literally as Possible,34.72,1
The Great Gatsby,36.05,4
The Good Girl,49.03,3
The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,33.17,4
Steal Like an Artist: 10 Things Nobody Told You About Being Creative,20.90,2
Life of Pi,13.22,4
The Sound Of Love,57.84,5
The Perks of Being a Wallflower,55.02,3
The Makings of a Fatherless Child,31.58,2
The Hobbit (Middle-Earth Universe),17.80,5
The Fellowship of the Ring (The Lord of the Rings #1),10.27,2
Ship Leaves Harbor: Essays on Travel by a Recovering Journeyman,30.60,3
Musicophilia: Tales of Music and the Brain,46.58,1
What If?: Serious Scientific Answers to Absurd Hypothetical Questions,53.68,4
The Fault in Our Stars,47.22,1
The Dream Thieves (The Raven Cycle #2),34.50,1
The 5th Wave (The 5th Wave #1),11.83,2
Shiver (The Wolves of Mercy Falls #1),16.23,5
Remember Me?,11.48,3
If I Stay (If I Stay #1),38.13,5
I Know Why the Caged Bird Sings (Maya Angelou's Autobiography #1),36.55,2
Harry Potter and the Deathly Hallows (Harry Potter #7),23.32,1
Fool Me Once,16.96,1
Drama,38.70,2
"Blue Lily, Lily Blue (The Raven Cycle #3)",34.13,5
Alight (The Generations Trilogy #2),58.59,4
Vogue Colors A to Z: A Fashion Coloring Book,52.35,4
The Shining (The Shining #1),27.88,3
The Hunger Games (The Hunger Games #1),29.85,5
Outlander (Outlander #1),19.67,5
Mockingjay (The Hunger Games #3),20.44,4
Harry Potter and the Sorcerer's Stone (Harry Potter #1),13.90,3
Confessions of a Shopaholic (Shopaholic #1),48.94,2
Zero History (Blue Ant #3),34.77,1
World War Z: An Oral History of the Zombie War,21.80,1
Wild: From Lost to Found on the Pacific Crest Trail,46.02,3
"Where'd You Go, Bernadette",18.13,1
Twilight (Twilight #1),41.93,2
The Paris Wife,36.80,3
The Maze Runner (The Maze Runner #1),20.93,1
The Lover's Dictionary,58.09,2
The Goldfinch,43.58,3
The Giver (The Giver Quartet #1),12.30,1
The Girl Who Played with Fire (Millennium Trilogy #2),22.14,2
The Demon-Haunted World: Science as a Candle in the Dark,52.25,4
The Book Thief,53.49,2
The Autobiography of Malcolm X,23.43,2
Shopaholic & Baby (Shopaholic #5),46.45,2
Quiet: The Power of Introverts in a World That Can't Stop Talking,43.55,1
Packing for Mars: The Curious Science of Life in the Void,56.68,2
Orange Is the New Black,24.61,2
One for the Money (Stephanie Plum #1),32.87,2
Morning Star (Red Rising #3),29.40,1
Life After Life,26.13,2
"Lean In: Women, Work, and the Will to Lead",25.02,1
Is Everyone Hanging Out Without Me? (And Other Concerns),20.11,3
Gone Girl,37.60,5
Fellside,38.62,1
Eclipse (Twilight #3),18.74,1
Dracula,52.62,3
Dead Wake: The Last Crossing of the Lusitania,39.24,5
"David and Goliath: Underdogs, Misfits, and the Art of Battling Giants",17.81,1
Dark Places,23.90,5
Breaking Dawn (Twilight #4),35.28,5
Beautiful Creatures (Caster Chronicles #1),21.55,5
A Visit from the Goon Squad,14.08,5
The Zombie Room,19.69,5
The Name of the Wind (The Kingkiller Chronicle #1),50.59,3
Taking Shots (Assassins #1),18.88,2
Shatter Me (Shatter Me #1),42.40,1
Paradise Lost (Paradise #1),24.96,1
On the Road (Duluoz Legend),32.36,3
Jane Eyre,38.43,5
Frankenstein,38.00,2
**********,Science,**********
Mesaerion: The Best Science Fiction Stories 1800-1849,37.59,1
Join,35.67,5
"William Shakespeare's Star Wars: Verily, A New Hope (William Shakespeare's Star Wars #4)",43.30,4
The Project,10.65,1
Soft Apocalypse,26.12,2
Sleeping Giants (Themis Files #1),48.74,1
Arena,21.36,4
Foundation (Foundation (Publication Order) #1),32.42,1
The Restaurant at the End of the Universe (Hitchhiker's Guide to the Galaxy #2),10.92,1
Ready Player One,19.07,4
"Life, the Universe and Everything (Hitchhiker's Guide to the Galaxy #3)",33.26,2
Dune (Dune #1),54.86,1
Do Androids Dream of Electric Sheep? (Blade Runner #1),51.48,1
Three Wishes (River of Time: California #1),44.18,2
The Last Girl (The Dominion Trilogy #1),36.26,2
Having the Barbarian's Baby (Ice Planet Barbarians #7.5),34.96,4
**********,Sports,**********
The Book of Basketball: The NBA According to The Sports Guy,44.84,5
"Friday Night Lights: A Town, a Team, and a Dream",51.22,3
Sugar Rush (Offensive Line #2),24.42,1
Settling the Score (The Summer Games #1),44.91,2
Icing (Aces Hockey #2),40.44,4
**********,Add,**********
The Torch Is Passed: A Harding Family Story,19.09,1
"The Mindfulness and Acceptance Workbook for Anxiety: A Guide to Breaking Free from Anxiety, Phobias, and Worry Using Acceptance and Commitment Therapy",23.89,4
The Art Forger,40.76,3
On a Midnight Clear,14.07,3
Judo: Seven Steps to Black Belt (an Introductory Guide for Beginners),53.90,2
"Shobu Samurai, Project Aryoku (#3)",29.06,3
Modern Romance,28.26,5
The White Queen (The Cousins' War #1),25.91,5
The Song of Achilles,37.40,5
The Immortal Life of Henrietta Lacks,40.67,2
The Dovekeepers,48.78,1
More Than Music (Chasing the Dream #1),37.61,2
Code Name Verity (Code Name Verity #1),22.13,4
Cell,20.29,4
Angels Walking (Angels Walking #1),34.20,2
"A Series of Catastrophes and Miracles: A True Story of Love, Science, and Cancer",56.48,2
A People's History of the United States,40.79,2
A Brush of Wings (Angels Walking #3),55.51,1
Rook,37.86,4
The Midnight Watch: A Novel of the Titanic and the Californian,26.20,1
The Gray Rhino: How to Recognize and Act on the Obvious Dangers We Ignore,59.15,4
The Children,11.88,3
One with You (Crossfire #5),15.71,4
Without Shame,48.27,5
Watchmen,58.05,4
A Hero's Curse (The Unseen Chronicles #1),50.49,3
23 Degrees South: A Tropical Tale of Changing Whether...,35.79,2
The Glass Castle,16.24,1
The Drowning Girls,35.67,3
Team of Rivals: The Political Genius of Abraham Lincoln,20.12,5
John Adams,57.43,4
Good in Bed (Cannie Shapiro #1),37.05,5
The Joy of Cooking,43.27,4
The Golden Compass (His Dark Materials #1),18.77,1
The God Delusion,46.85,3
Pride and Prejudice,19.27,4
Mere Christianity,48.51,3
Fun Home: A Family Tragicomic,56.59,4
The Raven King (The Raven Cycle #4),30.57,2
Find Her (Detective D.D. Warren #8),22.37,1
Evicted: Poverty and Profit in the American City,42.27,1
A Game of Thrones (A Song of Ice and Fire #1),46.42,2
A Clash of Kings (A Song of Ice and Fire #2),10.79,3
The Tipping Point: How Little Things Can Make a Big Difference,10.02,2
The Rest Is Noise: Listening to the Twentieth Century,34.77,1
The Purpose Driven Life: What on Earth Am I Here for?,37.19,3
The Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy #1),47.80,3
The Girl Who Kicked the Hornet's Nest (Millennium Trilogy #3),57.48,1
"The End of Faith: Religion, Terror, and the Future of Reason",22.13,4
The Complete Poems,41.32,5
The Catcher in the Rye,24.55,1
The Case for Christ (Cases for Christianity),47.84,1
The Blind Side: Evolution of a Game,53.71,5
Seven Days in the Art World,52.33,2
Sarah's Key,46.29,1
Rogue Lawyer (Rogue Lawyer #1),50.11,3
Manuscript Found in Accra,34.98,2
Fire Bound (Sea Haven/Sisters of the Heart #5),21.28,4
Cosmos,36.17,2
#GIRLBOSS,50.96,1
The Sense of an Ending,31.38,3
The Republic,33.78,3
The Odyssey,29.64,3
The Light of the Fireflies,54.43,1
The Iliad,16.16,1
The Communist Manifesto,14.76,3
Lord of the Flies,24.89,3
**********,Fantasy,**********
Unicorn Tracks,18.78,3
"Saga, Volume 6 (Saga (Collected Editions) #6)",25.02,3
Princess Between Worlds (Wide-Awake Princess #5),13.34,5
Masks and Shadows,56.40,2
Crown of Midnight (Throne of Glass #2),43.29,3
"Avatar: The Last Airbender: Smoke and Shadow, Part 3 (Smoke and Shadow #3)",28.09,2
A Court of Thorns and Roses (A Court of Thorns and Roses #1),52.37,1
Throne of Glass (Throne of Glass #1),35.07,3
The Glittering Court (The Glittering Court #1),44.28,1
Hollow City (Miss Peregrine’s Peculiar Children #2),42.98,1
The Star-Touched Queen,46.02,5
The Hidden Oracle (The Trials of Apollo #1),52.26,2
The Bane Chronicles (The Bane Chronicles #1-11),44.73,4
Island of Dragons (Unwanteds #7),29.65,1
Demigods & Magicians: Percy and Annabeth Meet the Kanes (Percy Jackson & Kane Chronicles Crossover #1-3),37.51,5
City of Glass (The Mortal Instruments #3),56.02,4
Searching for Meaning in Gailana,38.73,1
The Star-Touched Queen,32.30,5
A Shard of Ice (The Black Symphony Saga #1),56.63,3
King's Folly (The Kinsman Chronicles #1),39.61,5
Every Heart a Doorway (Every Heart A Doorway #1),12.16,5
A Gathering of Shadows (Shades of Magic #2),44.81,4
The Raven Boys (The Raven Cycle #1),57.74,4
The False Prince (The Ascendance Trilogy #1),56.00,5
Tell the Wind and Fire,45.51,3
A Feast for Crows (A Song of Ice and Fire #4),17.21,4
The Demonists (Demonist #1),52.11,2
The Beast (Black Dagger Brotherhood #14),46.08,5
Paper and Fire (The Great Library #2),49.45,5
Harry Potter and the Order of the Phoenix (Harry Potter #5),31.63,4
Harry Potter and the Half-Blood Prince (Harry Potter #6),48.75,5
Harry Potter and the Chamber of Secrets (Harry Potter #2),14.74,1
The Rose & the Dagger (The Wrath and the Dawn #2),58.64,4
Soldier (Talon #3),24.72,2
Midnight Riot (Peter Grant/ Rivers of London - books #1),55.46,2
Heir to the Sky,44.07,4
Eragon (The Inheritance Cycle #1),43.87,3
Darkfever (Fever #1),56.02,1
Ash,22.06,4
A Storm of Swords (A Song of Ice and Fire #3),31.22,2
Vampire Girl (Vampire Girl #1),53.82,2
The Silent Twin (Detective Jennifer Knight #3),36.25,3
The Mirror & the Maze (The Wrath and the Dawn #1.5),29.38,1
Sister Sable (The Mad Queen #1),13.33,3
Shadow Rites (Jane Yellowrock #10),21.72,4
Origins (Alphas 0.5),28.99,1
One Second (Seven #7),52.94,2
Myriad (Prentor #1),58.75,4
**********,New,**********
Without Borders (Wanderlove #1),45.07,2
The Mistake (Off-Campus #2),43.29,3
The Matchmaker's Playbook (Wingmen Inc. #1),55.85,1
The Hook Up (Game On #1),36.29,5
Shameless,58.35,3
Off Sides (Off #1),39.45,5
**********,Young,**********
The Requiem Red,22.65,1
Set Me Free,17.46,5
The Natural History of Us (The Fine Art of Pretending #2),45.22,3
Obsidian (Lux #1),14.86,2
Burning,28.81,3
A Fierce and Subtle Poison,28.13,4
Scarlett Epstein Hates It Here,43.55,5
"Nightingale, Sing",38.28,1
Library of Souls (Miss Peregrine’s Peculiar Children #3),48.56,5
Frostbite (Vampire Academy #2),29.99,5
Wild Swans,14.36,2
Until Friday Night (The Field Party #1),46.31,2
This Is Where It Ends,27.12,2
The Darkest Lie,35.35,5
My Kind of Crazy,40.36,1
Don't Get Caught,55.35,1
Catching Jordan (Hundred Oaks),50.83,3
Aristotle and Dante Discover the Secrets of the Universe (Aristotle and Dante Discover the Secrets of the Universe #1),58.14,4
The Epidemic (The Program 0.6),14.44,5
Stars Above (The Lunar Chronicles #4.5),48.05,2
No Love Allowed (Dodge Cove #1),54.65,4
"Exit, Pursued by a Bear",51.34,4
The Alien Club,54.40,1
Don't Forget Steven,33.23,1
South of Sunshine,28.93,1
My Life Next Door (My Life Next Door ),36.39,5
Future Shock (Future Shock #1),55.65,5
Nightstruck: A Novel,50.35,4
Tell the Wolves I'm Home,50.96,2
"Will Grayson, Will Grayson (Will Grayson, Will Grayson)",47.31,4
Where She Went (If I Stay #2),41.73,4
Two Summers,14.64,1
The Darkest Corners,11.33,5
Tell Me Three Things,41.81,1
Lola and the Boy Next Door (Anna and the French Kiss #2),23.63,4
Kill the Boy Band,15.52,5
Isla and the Happily Ever After (Anna and the French Kiss #3),48.13,5
An Abundance of Katherines,10.00,5
Harry Potter and the Prisoner of Azkaban (Harry Potter #3),24.17,4
Walk the Edge (Thunder Road #2),32.36,3
Two Boys Kissing,32.74,2
The New Guy (and Other Senior Year Distractions),44.92,3
"The Land of 10,000 Madonnas",29.64,4
Scarlet (The Lunar Chronicles #2),14.57,4
Legend (Legend #1),43.69,4
Lady Renegades (Rebel Belle #3),53.04,5
Golden (Heart of Dread #3),42.21,4
Cinder (The Lunar Chronicles #1),26.09,1
Boy Meets Boy,21.12,3
Annie on My Mind,36.83,5
New Moon (Twilight #2),12.86,4
Girl Online On Tour (Girl Online #2),53.47,1
The Haters,27.89,5
The Art of Not Breathing,40.83,4
**********,Science,**********
The Most Perfect Thing: Inside (and Outside) a Bird's Egg,42.96,4
Immunity: How Elie Metchnikoff Changed the Course of Modern Medicine,57.36,5
Sorting the Beef from the Bull: The Science of Food Fraud Forensics,44.74,4
Tipping Point for Planet Earth: How Close Are We to the Edge?,37.55,1
"The Fabric of the Cosmos: Space, Time, and the Texture of Reality",55.91,1
Diary of a Citizen Scientist: Chasing Tiger Beetles and Other New Ways of Engaging the World,28.41,1
The Origin of Species,10.01,4
The Grand Design,13.76,3
Peak: Secrets from the New Science of Expertise,16.28,2
"The Elegant Universe: Superstrings, Hidden Dimensions, and the Quest for the Ultimate Theory",13.03,4
"The Disappearing Spoon: And Other True Tales of Madness, Love, and the History of the World from the Periodic Table of the Elements",57.35,5
"Surely You're Joking, Mr. Feynman!: Adventures of a Curious Character",25.83,2
Seven Brief Lessons on Physics,30.60,4
The Selfish Gene,29.45,1
**********,Poetry,**********
A Light in the Attic,51.77,3
The Black Maria,52.15,1
Shakespeare's Sonnets,20.66,4
Olio,23.88,1
You can't bury them all: Poems,33.63,2
Slow States of Collapse: Poems,57.31,3
Untitled Collection: Sabbath Poems 2014,14.27,4
Poems That Make Grown Women Cry,14.19,4
Night Sky with Exit Wounds,41.05,1
salt.,46.78,4
"Quarter Life Poetry: Poems for the Young, Broke and Hangry",50.89,5
Out of Print: City Lights Spotlight No. 14,53.64,5
Les Fleurs du Mal,29.04,5
Howl and Other Poems,40.45,2
Leave This Song Behind: Teen Poetry at Its Best,51.17,5
The Collected Poems of W.B. Yeats (The Collected Works of W.B. Yeats #1),15.42,5
The Crossover,38.77,4
Booked,17.49,5
Twenty Love Poems and a Song of Despair,30.95,4
**********,Paranormal,**********
"Vampire Knight, Vol. 1 (Vampire Knight #1)",15.40,1
**********,Art,**********
Wall and Piece,44.18,4
Feathers: Displays of Brilliant Plumage,49.05,3
Art and Fear: Observations on the Perils (and Rewards) of Artmaking,48.63,4
The New Drawing on the Right Side of the Brain,43.02,3
History of Beauty,10.29,4
The Story of Art,41.14,4
The Art Book,32.34,2
Ways of Seeing,39.51,5
**********,Psychology,**********
The Lucifer Effect: Understanding How Good People Turn Evil,10.40,1
The Golden Condom: And Other Essays on Love Lost and Found,39.43,1
It Didn't Start with You: How Inherited Family Trauma Shapes Who We Are and How to End the Cycle,56.27,3
An Unquiet Mind: A Memoir of Moods and Madness,21.30,3
"Thinking, Fast and Slow",21.14,1
Civilization and Its Discontents,59.95,2
8 Keys to Mental Health Through Exercise,31.04,1
**********,Autobiography,**********
The Argonauts,10.93,2
M Train,27.18,1
Lab Girl,40.85,1
Approval Junkie: Adventures in Caring Too Much,58.81,5
Running with Scissors,12.91,4
Me Talk Pretty One Day,57.60,2
Lust & Wonder,11.87,2
Life Without a Recipe,59.04,5
A Heartbreaking Work of Staggering Genius,54.29,5
**********,Parenting,**********
Catastrophic Happiness: Finding Joy in Childhood's Messy Years,37.35,2
**********,Adult,**********
Fifty Shades Freed (Fifty Shades #3),15.36,5
**********,Humor,**********
The Long Haul (Diary of a Wimpy Kid #9),44.07,1
Old School (Diary of a Wimpy Kid #10),11.83,5
I Know What I'm Doing -- and Other Lies I Tell Myself: Dispatches from a Life Under Construction,25.98,4
"Hyperbole and a Half: Unfortunate Situations, Flawed Coping Mechanisms, Mayhem, and Other Things That Happened",14.75,5
Dress Your Family in Corduroy and Denim,43.68,3
Toddlers Are A**holes: It's Not Your Fault,25.55,1
When You Are Engulfed in Flames,30.89,5
Naked,31.69,3
"Lamb: The Gospel According to Biff, Christ's Childhood Pal",55.50,5
Holidays on Ice,51.07,2
**********,Horror,**********
Security,39.25,2
Follow You Home,21.36,1
The Loney,23.40,1
Pet Sematary,10.56,3
Doctor Sleep (The Shining #2),40.12,2
Psycho: Sanitarium (Psycho #1.5),36.97,5
Can You Keep a Secret? (Fear Street Relaunch #4),48.64,1
Red Dragon (Hannibal Lecter #1),23.37,3
Dracula the Un-Dead,35.63,5
Night Shift (Night Shift #1-20),12.75,4
Needful Things,47.51,4
Misery,34.79,2
It,25.01,3
'Salem's Lot,49.56,4
The Stand,57.86,2
The Girl with All the Gifts,49.47,3
House of Leaves,54.89,1
**********,History,**********
Sapiens: A Brief History of Humankind,54.23,5
"Unbound: How Eight Technologies Made Us Human, Transformed Society, and Brought Our World to the Brink",25.52,1
The Age of Genius: The Seventeenth Century and the Birth of the Modern Mind,19.73,1
"Political Suicide: Missteps, Peccadilloes, Bad Calls, Backroom Hijinx, Sordid Pasts, Rotten Breaks, and Just Plain Dumb Mistakes in the Annals of American Politics",36.28,2
Thomas Jefferson and the Tripoli Pirates: The Forgotten War That Changed American History,59.64,1
Zealot: The Life and Times of Jesus of Nazareth,24.70,3
A Distant Mirror: The Calamitous 14th Century,14.58,3
1491: New Revelations of the Americas Before Columbus,21.80,3
Brilliant Beacons: A History of the American Lighthouse,11.45,3
"""Most Blessed of the Patriarchs"": Thomas Jefferson and the Empire of the Imagination",44.48,5
A Short History of Nearly Everything,52.40,5
The Rise and Fall of the Third Reich: A History of Nazi Germany,39.67,2
Catherine the Great: Portrait of a Woman,58.55,4
The Mathews Men: Seven Brothers and the War Against Hitler's U-boats,42.91,5
The Hiding Place,55.91,4
America's War for the Greater Middle East: A Military History,51.22,2
The Guns of August,14.54,2
"House of Lost Worlds: Dinosaurs, Dynasties, and the Story of Life on Earth",43.70,2
**********,Food,**********
"Foolproof Preserving: A Guide to Small Batch Jams, Jellies, Pickles, Condiments, and More: A Foolproof Guide to Making Small Batch Jams, Jellies, Pickles, Condiments, and More",30.52,3
"The Pioneer Woman Cooks: Dinnertime: Comfort Classics, Freezer Food, 16-Minute Meals, and Other Delicious Ways to Solve Supper!",56.41,1
My Paris Kitchen: Recipes and Stories,33.37,2
"Mama Tried: Traditional Italian Cooking for the Screwed, Crude, Vegan, and Tattooed",14.02,4
"Layered: Baking, Building, and Styling Spectacular Cakes",40.11,1
The Nerdy Nummies Cookbook: Sweet Treats for the Geek in All of Us,37.34,5
The Love and Lemons Cookbook: An Apple-to-Zucchini Celebration of Impromptu Cooking,37.60,2
The Cookies & Cups Cookbook: 125+ sweet & savory recipes reminding you to Always Eat Dessert First,41.25,1
"Deliciously Ella Every Day: Quick and Easy Recipes for Gluten-Free Snacks, Packed Lunches, and Simple Meals",42.16,3
The Help Yourself Cookbook for Kids: 60 Easy Plant-Based Recipes Kids Can Make to Stay Healthy and Save the Earth,28.77,3
"It's All Easy: Healthy, Delicious Weeknight Meals in under 30 Minutes",19.55,1
Barefoot Contessa Back to Basics,28.01,1
Barefoot Contessa at Home: Everyday Recipes You'll Make Over and Over Again,50.62,5
My Kitchen Year: 136 Recipes That Saved My Life,11.53,2
Everyday Italian: 125 Simple and Delicious Recipes,20.10,5
"A la Mode: 120 Recipes in 60 Pairings: Pies, Tarts, Cakes, Crisps, and More Topped with Ice Cream, Gelato, Frozen Custard, and More",38.77,1
Cravings: Recipes for What You Want to Eat,20.50,3
"The Moosewood Cookbook: Recipes from Moosewood Restaurant, Ithaca, New York",12.34,4
32 Yolks,53.63,2
"Naturally Lean: 125 Nourishing Gluten-Free, Plant-Based Recipes--All Under 300 Calories",11.38,5
How to Cook Everything Vegetarian: Simple Meatless Recipes for Great Food (How to Cook Everything),46.01,4
How to Be a Domestic Goddess: Baking and the Art of Comfort Cooking,28.25,2
The Barefoot Contessa Cookbook,59.92,5
Better Homes and Gardens New Cook Book,39.61,3
The Power Greens Cookbook: 140 Delicious Superfood Recipes,11.05,5
Mexican Today: New and Rediscovered Recipes for Contemporary Kitchens,24.91,5
Vegan Vegetarian Omnivore: Dinner for Everyone at the Table,13.66,2
The Smitten Kitchen Cookbook,23.59,1
"The Art of Simple Food: Notes, Lessons, and Recipes from a Delicious Revolution",34.32,3
Hungry Girl Clean & Hungry: Easy All-Natural Recipes for Healthy Eating in the Real World,33.14,3
**********,Christian,**********
Redeeming Love,20.47,5
Close to You,49.46,4
Shadows of the Past (Logan Point #1),39.67,5
Like Never Before (Walker Family #2),28.77,2
Counted With the Stars (Out from Egypt #1),17.97,5
If I Run (If I Run #1),49.97,4
**********,Business,**********
The Dirty Little Secrets of Getting Your Dream Job,33.34,4
The Third Wave: An Entrepreneur’s Vision of the Future,12.61,5
The 10% Entrepreneur: Live Your Startup Dream Without Quitting Your Day Job,27.55,3
Shoe Dog: A Memoir by the Creator of NIKE,23.99,2
Made to Stick: Why Some Ideas Survive and Others Die,38.85,5
Quench Your Own Thirst: Business Lessons Learned Over a Beer or Two,43.14,1
The Art of Startup Fundraising,21.00,3
Born for This: How to Find the Work You Were Meant to Do,21.59,5
The E-Myth Revisited: Why Most Small Businesses Don't Work and What to Do About It,36.91,1
"Rich Dad, Poor Dad",51.74,1
The Lean Startup: How Today's Entrepreneurs Use Continuous Innovation to Create Radically Successful Businesses,33.92,3
Rework,44.88,2
**********,Biography,**********
Louisa: The Extraordinary Life of Mrs. Adams,16.85,2
"Setting the World on Fire: The Brief, Astonishing Life of St. Catherine of Siena",21.15,2
The Faith of Christopher Hitchens: The Restless Soul of the World's Most Notorious Atheist,39.55,1
Benjamin Franklin: An American Life,48.19,3
The Rise of Theodore Roosevelt (Theodore Roosevelt #1),42.57,3
**********,Thriller,**********
In Her Wake,12.84,1
The Elephant Tree,23.82,5
Behind Closed Doors,52.22,4
You (You #1),43.61,5
The Guilty (Will Robie #4),13.82,2
The 14th Colony (Cotton Malone #11),39.24,1
Give It Back,18.32,2
Killing Floor (Jack Reacher #1),31.49,4
The Bone Hunters (Lexy Vaughan & Steven Macaulay #2),59.71,3
Far From True (Promise Falls Trilogy #2),34.93,2
The Travelers,15.77,1
**********,Contemporary,**********
When We Collided,31.77,1
Someone Like You (The Harrisons #2),52.79,5
We Are All Completely Beside Ourselves,24.04,1
**********,Spirituality,**********
The Four Agreements: A Practical Guide to Personal Freedom,17.66,5
The Activist's Tao Te Ching: Ancient Advice for a Modern Revolution,32.24,5
Chasing Heaven: What Dying Taught Me About Living,37.80,2
If I Gave You God's Phone Number....: Searching for Spirituality in America,20.91,1
Unreasonable Hope: Finding Faith in the God Who Brings Purpose to Your Pain,46.33,2
A New Earth: Awakening to Your Life's Purpose,55.65,5
**********,Academic,**********
Logan Kade (Fallen Crest High #5.5),13.12,2
**********,Self,**********
Online Marketing for Busy Authors: A Step-By-Step Guide,46.35,1
How to Be Miserable: 40 Strategies You Already Use,46.03,1
"Overload: How to Unplug, Unwind, and Unleash Yourself from the Pressure of Stress",52.15,3
You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,12.08,3
How to Stop Worrying and Start Living,46.49,5
**********,Historical,**********
All the Light We Cannot See,29.87,5
The Girl You Left Behind (The Girl You Left Behind #1),15.79,1
**********,Christian,**********
(Un)Qualified: How God Uses Broken People to Do Big Things,54.00,5
Crazy Love: Overwhelmed by a Relentless God,47.72,2
Blue Like Jazz: Nonreligious Thoughts on Christian Spirituality,25.77,1
**********,Suspense,**********
Silence in the Dark (Logan Point #4),58.33,3
**********,Short,**********
The Grownup,35.88,1
**********,Novels,**********
Suzie Snowflake: One beautiful flake (a self-esteem story),54.81,5
**********,Health,**********
"The Bulletproof Diet: Lose up to a Pound a Day, Reclaim Energy and Focus, Upgrade Your Life",49.05,3
"Eat Fat, Get Thin",54.07,2
10-Day Green Smoothie Cleanse: Lose Up to 15 Pounds in 10 Days!,49.71,5
The Art and Science of Low Carbohydrate Living,52.98,5
**********,Politics,**********
Libertarianism for Beginners,51.33,2
Why the Right Went Wrong: Conservatism--From Goldwater to the Tea Party and Beyond,52.65,4
Equal Is Unfair: America's Misguided Fight Against Income Inequality,56.86,1
**********,Cultural,**********
Amid the Chaos,36.58,1
**********,Erotica,**********
Dark Notes,19.19,5
**********,Crime,**********
The Long Shadow of Small Ghosts: Murder and Memory in an American City,10.97,1
